0.063,0.021,0.016
0.001,0.022,0.007
0.086,0.022,0.051
0.021,0.022,0.046
0.061,0.022,0.029
0.089,0.022,0.044
0.077,0.022,0.079
0.084,0.022,0.059
0.076,0.023,0.087
0.080,0.023,0.074
0.044,0.023,0.087
0.028,0.023,0.032
0.043,0.023,0.083
0.075,0.023,0.088
0.009,0.023,0.088
0.053,0.024,0.061
0.095,0.024,0.038
0.080,0.024,0.082
0.013,0.024,0.079
0.042,0.024,0.095
0.100,0.024,0.018
0.039,0.025,0.006
0.016,0.025,0.080
0.069,0.025,0.016
0.078,0.025,0.090
0.002,0.025,0.020
0.078,0.025,0.092
0.052,0.025,0.070
0.015,0.025,0.080
0.002,0.026,0.021
0.033,0.026,0.034
0.076,0.026,0.002
0.054,0.026,0.065
0.001,0.026,0.028
0.058,0.026,0.056
0.087,0.026,0.067
0.070,0.026,0.016
0.055,0.027,0.071
0.091,0.027,0.064
0.087,0.027,0.073
0.039,0.027,0.017
0.080,0.027,0.092
0.038,0.027,0.023
0.070,0.027,0.024
0.053,0.027,0.075
0.032,0.027,0.039
0.072,0.028,0.021
0.023,0.028,0.072
0.033,0.028,0.042
0.016,0.028,0.094
0.062,0.028,0.052
0.024,0.028,0.067
0.010,0.029,0.016
0.020,0.029,0.087
0.034,0.029,0.044
0.047,0.029,0.006
0.065,0.029,0.053
0.042,0.029,0.018
0.065,0.030,0.055
0.045,0.030,0.013
0.099,0.030,0.050
0.016,0.030,0.004
0.045,0.031,0.020
0.030,0.031,0.067
0.038,0.031,0.041
0.053,0.031,0.097
0.064,0.031,0.062
0.098,0.031,0.061
0.019,0.032,0.002
0.043,0.032,0.029
0.058,0.032,0.087
0.003,0.032,0.048
0.051,0.032,0.007
0.019,0.032,0.003
0.079,0.032,0.023
0.025,0.032,0.084
0.041,0.033,0.040
0.081,0.033,0.020
0.044,0.033,0.031
0.021,0.033,0.003
0.097,0.033,0.073
0.036,0.034,0.062
0.011,0.034,0.040
0.049,0.034,0.025
0.013,0.034,0.030
0.032,0.034,0.075
0.030,0.034,0.079
0.016,0.034,0.023
0.062,0.034,0.084
0.049,0.035,0.028
0.077,0.035,0.044
0.073,0.036,0.061
0.072,0.036,0.062
0.055,0.036,0.017
0.015,0.036,0.036
0.062,0.036,0.093
0.030,0.036,0.092
0.028,0.036,0.094
0.022,0.036,0.014
0.069,0.037,0.080
0.047,0.037,0.043
0.075,0.037,0.063
0.040,0.037,0.067
0.046,0.037,0.047
0.036,0.037,0.077
0.001,0.038,0.088
0.089,0.038,0.025
0.073,0.038,0.069
0.054,0.038,0.029
0.048,0.038,0.048
0.001,0.038,0.088
0.071,0.039,0.084
0.090,0.039,0.026
0.045,0.039,0.062
0.035,0.040,0.096
0.064,0.040,0.007
0.008,0.040,0.074
0.096,0.040,0.015
0.015,0.040,0.059
0.057,0.040,0.028
0.019,0.040,0.045
0.045,0.040,0.063
0.054,0.040,0.035
0.073,0.040,0.080
0.099,0.040,0.002
0.054,0.041,0.042
0.088,0.041,0.039
0.010,0.041,0.076
0.002,0.041,0.001
0.035,0.041,0.099
0.070,0.042,0.098
0.041,0.042,0.088
0.021,0.042,0.049
0.092,0.042,0.035
0.009,0.042,0.085
0.084,0.043,0.065
0.017,0.043,0.065
0.064,0.043,0.022
0.006,0.043,0.099
0.086,0.043,0.059
0.041,0.043,0.091
0.029,0.043,0.027
0.005,0.043,0.100
0.079,0.043,0.079
0.038,0.043,0.003
0.024,0.043,0.040
0.088,0.043,0.054
0.001,0.044,0.019
0.071,0.044,0.005
0.012,0.044,0.086
0.075,0.044,0.096
0.047,0.044,0.080
0.057,0.045,0.051
0.094,0.045,0.044
0.057,0.045,0.053
0.012,0.045,0.088
0.021,0.045,0.060
0.066,0.045,0.026
0.008,0.045,0.001
0.084,0.045,0.072
0.034,0.046,0.026
0.001,0.046,0.028
0.025,0.046,0.053
0.081,0.046,0.089
0.077,0.046,0.097
0.084,0.046,0.076
0.042,0.046,0.003
0.082,0.047,0.088
0.073,0.047,0.014
0.019,0.047,0.076
0.077,0.047,0.006
0.023,0.047,0.066
0.010,0.047,0.003
0.003,0.047,0.027
0.010,0.047,0.002
0.029,0.048,0.051
0.086,0.048,0.080
0.012,0.048,0.003
0.034,0.048,0.036
0.071,0.048,0.026
0.028,0.048,0.055
0.085,0.049,0.089
0.042,0.049,0.021
0.049,0.049,0.098
0.072,0.049,0.028
0.085,0.049,0.089
0.089,0.050,0.080
0.069,0.050,0.046
0.082,0.050,0.001
0.020,0.050,0.087
0.013,0.050,0.009
0.083,0.050,0.002
0.000,0.050,0.051
0.071,0.050,0.037
0.031,0.050,0.055
0.095,0.051,0.068
0.032,0.051,0.062
0.097,0.051,0.063
0.098,0.051,0.060
0.036,0.051,0.046
0.090,0.051,0.085
0.062,0.051,0.072
0.034,0.051,0.053
0.091,0.052,0.085
0.096,0.052,0.075
0.027,0.052,0.079
0.046,0.052,0.021
0.037,0.052,0.048
0.084,0.053,0.012
0.011,0.053,0.033
0.066,0.053,0.067
0.092,0.053,0.092
0.072,0.053,0.048
0.038,0.053,0.051
0.044,0.053,0.034
0.056,0.053,0.096
0.090,0.053,0.095
0.094,0.053,0.083
0.040,0.054,0.051
0.044,0.054,0.039
0.094,0.054,0.088
0.034,0.054,0.065
0.003,0.054,0.061
0.049,0.054,0.025
0.038,0.055,0.062
0.092,0.055,0.098
0.071,0.055,0.062
0.099,0.055,0.080
0.091,0.055,0.001
0.050,0.056,0.033
0.052,0.056,0.028
0.048,0.056,0.036
0.016,0.056,0.033
0.016,0.056,0.033
0.069,0.057,0.079
0.098,0.057,0.091
0.061,0.057,0.003
0.006,0.057,0.064
0.095,0.058,0.002
0.072,0.058,0.073
0.069,0.058,0.081
0.016,0.058,0.042
0.089,0.058,0.020
0.004,0.058,0.079
0.099,0.058,0.091
0.064,0.059,0.005
0.075,0.059,0.072
0.080,0.059,0.058
0.062,0.059,0.010
0.019,0.059,0.038
0.060,0.059,0.017
0.055,0.059,0.029
0.044,0.059,0.061
0.085,0.059,0.039
0.079,0.059,0.056
0.003,0.060,0.090
0.002,0.060,0.094
0.087,0.060,0.038
0.011,0.061,0.071
0.094,0.061,0.021
0.080,0.061,0.064
0.082,0.061,0.059
0.004,0.061,0.090
0.095,0.061,0.021
0.071,0.061,0.091
0.010,0.062,0.080
0.023,0.063,0.046
0.070,0.063,0.007
0.056,0.063,0.045
0.075,0.063,0.093
0.031,0.064,0.026
0.051,0.064,0.066
0.026,0.064,0.042
0.014,0.064,0.078
0.032,0.064,0.026
0.025,0.064,0.044
0.026,0.065,0.048
0.001,0.065,0.023
0.057,0.065,0.055
0.050,0.065,0.076
0.031,0.066,0.039
0.039,0.066,0.013
0.070,0.066,0.021
0.068,0.066,0.027
0.021,0.066,0.068
0.000,0.066,0.031
0.026,0.066,0.053
0.083,0.066,0.079
0.054,0.066,0.068
0.092,0.066,0.053
0.049,0.067,0.085
0.084,0.067,0.083
0.050,0.067,0.087
0.042,0.067,0.009
0.019,0.068,0.082
0.081,0.068,0.099
0.090,0.068,0.069
0.021,0.068,0.075
0.010,0.068,0.010
0.068,0.068,0.038
0.027,0.069,0.065
0.017,0.069,0.096
0.097,0.069,0.053
0.046,0.069,0.009
0.029,0.069,0.059
0.082,0.069,0.099
0.020,0.070,0.090
0.093,0.070,0.074
0.066,0.070,0.052
0.092,0.070,0.076
0.046,0.070,0.013
0.047,0.070,0.009
0.066,0.071,0.059
0.074,0.071,0.031
0.076,0.071,0.026
0.008,0.071,0.031
0.094,0.071,0.075
0.091,0.071,0.079
0.019,0.071,0.096
0.083,0.071,0.005
0.049,0.071,0.010
0.028,0.072,0.079
0.087,0.072,0.002
0.039,0.072,0.041
0.014,0.072,0.017
0.022,0.072,0.095
0.042,0.072,0.032
0.076,0.072,0.032
0.047,0.073,0.025
0.093,0.073,0.086
0.062,0.073,0.079
0.017,0.073,0.012
0.004,0.073,0.053
0.029,0.073,0.076
0.028,0.073,0.079
0.059,0.073,0.088
0.037,0.073,0.054
0.025,0.073,0.089
0.091,0.073,0.093
0.007,0.073,0.047
0.075,0.074,0.046
0.054,0.074,0.006
0.042,0.074,0.042
0.052,0.074,0.015
0.075,0.074,0.047
0.075,0.075,0.047
0.044,0.075,0.043
0.037,0.075,0.067
0.027,0.075,0.095
0.054,0.075,0.010
0.024,0.075,0.005
0.037,0.076,0.070
0.023,0.076,0.011
0.024,0.076,0.010
0.075,0.076,0.057
0.039,0.076,0.062
0.086,0.077,0.026
0.072,0.077,0.072
0.094,0.077,0.004
0.051,0.077,0.035
0.006,0.077,0.068
0.005,0.077,0.068
0.034,0.077,0.083
0.010,0.077,0.057
0.100,0.077,0.087
0.045,0.078,0.055
0.048,0.078,0.048
0.084,0.078,0.036
0.064,0.078,0.099
0.058,0.078,0.016
0.095,0.078,0.006
0.005,0.079,0.083
0.005,0.079,0.080
0.017,0.079,0.042
0.092,0.079,0.022
0.023,0.079,0.025
0.028,0.079,0.009
0.024,0.079,0.022
0.028,0.080,0.013
0.057,0.080,0.028
0.083,0.080,0.049
0.035,0.081,0.099
0.089,0.081,0.036
0.092,0.081,0.031
0.042,0.082,0.083
0.033,0.082,0.011
0.035,0.082,0.003
0.100,0.084,0.020
0.027,0.084,0.039
0.012,0.084,0.084
0.041,0.085,0.001
0.012,0.085,0.087
0.077,0.085,0.096
0.069,0.085,0.020
0.086,0.085,0.066
0.054,0.085,0.063
0.043,0.085,0.098
0.001,0.085,0.022
0.063,0.086,0.041
0.014,0.086,0.087
0.077,0.086,0.098
0.045,0.086,0.093
0.072,0.086,0.014
0.046,0.086,0.091
0.018,0.086,0.077
0.065,0.087,0.041
0.037,0.087,0.025
0.097,0.087,0.046
0.058,0.087,0.061
0.039,0.087,0.020
0.007,0.087,0.012
0.013,0.087,0.099
0.056,0.087,0.067
0.073,0.088,0.022
0.007,0.088,0.019
0.047,0.088,0.098
0.011,0.088,0.004
0.007,0.088,0.021
0.059,0.088,0.065
0.082,0.088,0.093
0.026,0.088,0.064
0.065,0.089,0.050
0.018,0.089,0.088
0.068,0.089,0.040
0.005,0.089,0.029
0.094,0.089,0.061
0.073,0.089,0.026
0.041,0.089,0.021
0.071,0.089,0.032
0.035,0.090,0.048
0.057,0.090,0.082
0.002,0.090,0.042
0.032,0.091,0.059
0.015,0.091,0.009
0.021,0.091,0.093
0.026,0.091,0.077
0.068,0.091,0.054
0.058,0.091,0.079
0.010,0.091,0.024
0.081,0.091,0.013
0.066,0.092,0.060
0.096,0.092,0.072
0.007,0.092,0.041
0.084,0.092,0.008
0.045,0.092,0.027
0.069,0.092,0.053
0.059,0.092,0.081
0.003,0.093,0.059
0.071,0.093,0.050
0.044,0.093,0.032
0.070,0.093,0.055
0.073,0.093,0.047
0.030,0.093,0.075
0.091,0.093,0.092
0.005,0.094,0.052
0.064,0.094,0.081
0.058,0.094,0.098
0.039,0.094,0.056
0.015,0.095,0.031
0.043,0.095,0.044
0.070,0.095,0.066
0.034,0.095,0.074
0.058,0.095,0.100
0.052,0.095,0.020
0.021,0.095,0.011
0.011,0.096,0.047
0.051,0.096,0.030
0.075,0.096,0.055
0.080,0.096,0.041
0.086,0.096,0.022
0.045,0.096,0.045
0.018,0.097,0.028
0.058,0.097,0.012
0.081,0.097,0.042
0.090,0.097,0.016
0.040,0.097,0.065
0.067,0.097,0.083
0.017,0.097,0.036
0.096,0.098,0.001
0.067,0.098,0.088
0.095,0.098,0.005
0.083,0.098,0.040
0.018,0.098,0.034
0.068,0.098,0.088
0.038,0.098,0.076
0.052,0.098,0.034
0.026,0.099,0.018
0.076,0.099,0.069
0.006,0.099,0.079
0.053,0.099,0.035
0.028,0.099,0.010
0.073,0.100,0.079
0.068,0.100,0.096
0.095,0.100,0.013
0.038,0.100,0.083
0.073,0.100,0.080
0.074,0.100,0.090
